region_code,sido,sigungu,gu,eupmyeondong,level,region_name,total_population,elderly_65_plus,elderly_65_ratio,elderly_75_plus,elderly_75_ratio,elderly_85_plus,elderly_85_ratio,child_0_14,child_0_14_ratio,working_15_64,working_15_64_ratio,aging_index,pop_0_9,ratio_0_9,pop_10_19,ratio_10_19,pop_20_29,ratio_20_29,pop_30_39,ratio_30_39,pop_40_49,ratio_40_49,pop_50_59,ratio_50_59,pop_60_69,ratio_60_69,pop_70_79,ratio_70_79,pop_80_plus,ratio_80_plus,base_year
4721063000,경상북도,영주시,,가흥2동,eupmyeondong,가흥2동,9885,2280,23.07,949,9.6,300,3.03,1140.0,11.53,6465.0,65.4,200.0,613.0,6.2,1027.0,10.39,962.0,9.73,1063.0,10.75,1427.0,14.44,1787.0,18.08,1460.0,14.77,960.0,9.71,586.0,5.93,2026
4723000000,경상북도,영천시,,,sigungu,영천시,93847,34718,36.99,15416,16.43,4454,4.75,6666.0,7.1,52463.0,55.9,520.8,3945.0,4.2,5997.0,6.39,5872.0,6.26,7586.0,8.08,9802.0,10.44,16101.0,17.16,20636.0,21.99,14949.0,15.93,8959.0,9.55,2026
4723025000,경상북도,영천시,,금호읍,eupmyeondong,금호읍,9757,4182,42.86,1882,19.29,525,5.38,393.0,4.03,5182.0,53.11,1064.1,254.0,2.6,348.0,3.57,498.0,5.1,625.0,6.41,828.0,8.49,1783.0,18.27,2520.0,25.83,1786.0,18.3,1115.0,11.43,2026
4723031000,경상북도,영천시,,청통면,eupmyeondong,청통면,3740,1899,50.78,854,22.83,263,7.03,133.0,3.56,1708.0,45.67,1427.8,93.0,2.49,90.0,2.41,153.0,4.09,196.0,5.24,275.0,7.35,582.0,15.56,1011.0,27.03,838.0,22.41,502.0,13.42,2026
4723032000,경상북도,영천시,,신녕면,eupmyeondong,신녕면,3446,1791,51.97,853,24.75,254,7.37,98.0,2.84,1557.0,45.18,1827.6,60.0,1.74,222.0,6.44,110.0,3.19,148.0,4.29,215.0,6.24,509.0,14.77,876.0,25.42,784.0,22.75,522.0,15.15,2026
4723033000,경상북도,영천시,,화산면,eupmyeondong,화산면,2844,1563,54.96,789,27.74,253,8.9,71.0,2.5,1210.0,42.55,2201.4,54.0,1.9,72.0,2.53,84.0,2.95,123.0,4.32,176.0,6.19,417.0,14.66,760.0,26.72,655.0,23.03,503.0,17.69,2026
4723034000,경상북도,영천시,,화북면,eupmyeondong,화북면,2125,1168,54.96,509,23.95,166,7.81,76.0,3.58,881.0,41.46,1536.8,22.0,1.04,95.0,4.47,47.0,2.21,60.0,2.82,98.0,4.61,324.0,15.25,695.0,32.71,500.0,23.53,284.0,13.36,2026
4723035000,경상북도,영천시,,화남면,eupmyeondong,화남면,3104,1635,52.67,746,24.03,223,7.18,120.0,3.87,1349.0,43.46,1362.5,72.0,2.32,116.0,3.74,89.0,2.87,142.0,4.57,191.0,6.15,456.0,14.69,913.0,29.41,711.0,22.91,414.0,13.34,2026
4723036000,경상북도,영천시,,자양면,eupmyeondong,자양면,1219,638,52.34,290,23.79,91,7.47,27.0,2.21,554.0,45.45,2363.0,16.0,1.31,39.0,3.2,36.0,2.95,51.0,4.18,63.0,5.17,178.0,14.6,431.0,35.36,218.0,17.88,187.0,15.34,2026
4723037000,경상북도,영천시,,임고면,eupmyeondong,임고면,3919,2139,54.58,1055,26.92,303,7.73,123.0,3.14,1657.0,42.28,1739.0,78.0,1.99,103.0,2.63,127.0,3.24,172.0,4.39,251.0,6.4,614.0,15.67,1019.0,26.0,939.0,23.96,616.0,15.72,2026
4723038000,경상북도,영천시,,고경면,eupmyeondong,고경면,5252,2390,45.51,1095,20.85,325,6.19,262.0,4.99,2600.0,49.5,912.2,171.0,3.26,200.0,3.81,401.0,7.64,377.0,7.18,417.0,7.94,699.0,13.31,1275.0,24.28,1049.0,19.97,663.0,12.62,2026
4723039000,경상북도,영천시,,북안면,eupmyeondong,북안면,4092,2244,54.84,1089,26.61,349,8.53,77.0,1.88,1771.0,43.28,2914.3,48.0,1.17,81.0,1.98,155.0,3.79,191.0,4.67,253.0,6.18,618.0,15.1,1127.0,27.54,942.0,23.02,677.0,16.54,2026
4723040000,경상북도,영천시,,대창면,eupmyeondong,대창면,2830,1485,52.47,629,22.23,180,6.36,91.0,3.22,1254.0,44.31,1631.9,60.0,2.12,74.0,2.61,89.0,3.14,142.0,5.02,184.0,6.5,451.0,15.94,796.0,28.13,688.0,24.31,346.0,12.23,2026
4723051000,경상북도,영천시,,동부동,eupmyeondong,동부동,25230,6029,23.9,2284,9.05,596,2.36,2606.0,10.33,16595.0,65.77,231.4,1418.0,5.62,2473.0,9.8,2075.0,8.22,2557.0,10.13,3550.0,14.07,4878.0,19.33,4463.0,17.69,2614.0,10.36,1202.0,4.76,2026
4723052000,경상북도,영천시,,중앙동,eupmyeondong,중앙동,8694,2268,26.09,960,11.04,256,2.94,904.0,10.4,5522.0,63.52,250.9,501.0,5.76,829.0,9.54,775.0,8.91,949.0,10.92,1130.0,13.0,1507.0,17.33,1508.0,17.35,966.0,11.11,529.0,6.08,2026
4723053500,경상북도,영천시,,서부동,eupmyeondong,서부동,4190,1715,40.93,795,18.97,225,5.37,156.0,3.72,2319.0,55.35,1099.4,81.0,1.93,207.0,4.94,320.0,7.64,290.0,6.92,361.0,8.62,750.0,17.9,967.0,23.08,721.0,17.21,493.0,11.77,2026
4723054000,경상북도,영천시,,완산동,eupmyeondong,완산동,9716,2213,22.78,948,9.76,252,2.59,1274.0,13.11,6229.0,64.11,173.7,866.0,8.91,840.0,8.65,714.0,7.35,1251.0,12.88,1393.0,14.34,1683.0,17.32,1479.0,15.22,965.0,9.93,525.0,5.4,2026
4723055500,경상북도,영천시,,남부동,eupmyeondong,남부동,3689,1359,36.84,638,17.29,193,5.23,255.0,6.91,2075.0,56.25,532.9,151.0,4.09,208.0,5.64,199.0,5.39,312.0,8.46,417.0,11.3,652.0,17.67,796.0,21.58,573.0,15.53,381.0,10.33,2026
4725000000,경상북도,상주시,,,sigungu,상주시,89070,35252,39.58,16412,18.43,5617,6.31,6248.0,7.01,47570.0,53.41,564.2,3271.0,3.67,6754.0,7.58,5694.0,6.39,5823.0,6.54,8950.0,10.05,14256.0,16.01,19689.0,22.11,14410.0,16.18,10223.0,11.48,2026
4725025000,경상북도,상주시,,함창읍,eupmyeondong,함창읍,5886,2631,44.7,1270,21.58,447,7.59,339.0,5.76,2916.0,49.54,776.1,184.0,3.13,434.0,7.37,261.0,4.43,335.0,5.69,600.0,10.19,857.0,14.56,1336.0,22.7,1070.0,18.18,809.0,13.74,2026
4725031000,경상북도,상주시,,중동면,eupmyeondong,중동면,1265,706,55.81,370,29.25,123,9.72,39.0,3.08,520.0,41.11,1810.3,23.0,1.82,48.0,3.79,32.0,2.53,45.0,3.56,77.0,6.09,179.0,14.15,331.0,26.17,305.0,24.11,225.0,17.79,2026
4725032000,경상북도,상주시,,사벌면,eupmyeondong,사벌국면,3558,1891,53.15,969,27.23,397,11.16,134.0,3.77,1533.0,43.09,1411.2,68.0,1.91,132.0,3.71,152.0,4.27,183.0,5.14,261.0,7.34,469.0,13.18,917.0,25.77,712.0,20.01,664.0,18.66,2026
4725032500,경상북도,상주시,,사벌국면,eupmyeondong,사벌국면,3558,1891,53.15,969,27.23,397,11.16,134.0,3.77,1533.0,43.09,1411.2,68.0,1.91,132.0,3.71,152.0,4.27,183.0,5.14,261.0,7.34,469.0,13.18,917.0,25.77,712.0,20.01,664.0,18.66,2026
4725033000,경상북도,상주시,,낙동면,eupmyeondong,낙동면,3613,1953,54.05,1026,28.4,419,11.6,139.0,3.85,1521.0,42.1,1405.0,66.0,1.83,157.0,4.35,109.0,3.02,138.0,3.82,189.0,5.23,515.0,14.25,1012.0,28.01,728.0,20.15,699.0,19.35,2026
4725033500,경상북도,상주시,,낙동면동부출장소,eupmyeondong,상주시 낙동면동부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4725034000,경상북도,상주시,,청리면,eupmyeondong,청리면,2339,1303,55.71,673,28.77,270,11.54,82.0,3.51,954.0,40.79,1589.0,44.0,1.88,97.0,4.15,71.0,3.04,96.0,4.1,133.0,5.69,340.0,14.54,613.0,26.21,513.0,21.93,432.0,18.47,2026
4725035000,경상북도,상주시,,공성면,eupmyeondong,공성면,3668,1994,54.36,976,26.61,328,8.94,114.0,3.11,1560.0,42.53,1749.1,41.0,1.12,279.0,7.61,98.0,2.67,125.0,3.41,253.0,6.9,464.0,12.65,963.0,26.25,847.0,23.09,598.0,16.3,2026
4725036000,경상북도,상주시,,외남면,eupmyeondong,외남면,1474,812,55.09,415,28.15,165,11.19,51.0,3.46,611.0,41.45,1592.2,21.0,1.42,58.0,3.93,44.0,2.99,48.0,3.26,88.0,5.97,214.0,14.52,411.0,27.88,307.0,20.83,283.0,19.2,2026
4725037000,경상북도,상주시,,내서면,eupmyeondong,내서면,1756,986,56.15,444,25.28,164,9.34,40.0,2.28,730.0,41.57,2465.0,18.0,1.03,49.0,2.79,42.0,2.39,64.0,3.64,99.0,5.64,239.0,13.61,584.0,33.26,365.0,20.79,296.0,16.86,2026
4725038000,경상북도,상주시,,모동면,eupmyeondong,모동면,2417,1140,47.17,470,19.45,135,5.59,93.0,3.85,1184.0,48.99,1225.8,36.0,1.49,186.0,7.7,84.0,3.48,100.0,4.14,182.0,7.53,361.0,14.94,695.0,28.75,489.0,20.23,284.0,11.75,2026
4725039000,경상북도,상주시,,모서면,eupmyeondong,모서면,2226,1172,52.65,524,23.54,199,8.94,71.0,3.19,983.0,44.16,1650.7,41.0,1.84,73.0,3.28,82.0,3.68,68.0,3.05,156.0,7.01,344.0,15.45,650.0,29.2,467.0,20.98,345.0,15.5,2026
4725039500,경상북도,상주시,,모서면서부출장소,eupmyeondong,상주시 모서면서부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4725040000,경상북도,상주시,,화동면,eupmyeondong,화동면,1783,900,50.48,416,23.33,133,7.46,67.0,3.76,816.0,45.77,1343.3,39.0,2.19,84.0,4.71,65.0,3.65,80.0,4.49,124.0,6.95,256.0,14.36,527.0,29.56,348.0,19.52,260.0,14.58,2026
4725041000,경상북도,상주시,,화서면,eupmyeondong,화서면,2683,1214,45.25,555,20.69,203,7.57,206.0,7.68,1263.0,47.07,589.3,120.0,4.47,164.0,6.11,96.0,3.58,142.0,5.29,212.0,7.9,405.0,15.1,695.0,25.9,485.0,18.08,364.0,13.57,2026
4725042000,경상북도,상주시,,화북면,eupmyeondong,화북면,1402,717,51.14,316,22.54,116,8.27,42.0,3.0,643.0,45.86,1707.1,16.0,1.14,57.0,4.07,42.0,3.0,38.0,2.71,92.0,6.56,244.0,17.4,445.0,31.74,260.0,18.54,208.0,14.84,2026
4725042600,경상북도,상주시,,화북면서부출장소,eupmyeondong,상주시 화북면서부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4725043000,경상북도,상주시,,외서면,eupmyeondong,외서면,2380,1269,53.32,624,26.22,216,9.08,87.0,3.66,1024.0,43.03,1458.6,33.0,1.39,112.0,4.71,70.0,2.94,80.0,3.36,163.0,6.85,368.0,15.46,650.0,27.31,525.0,22.06,379.0,15.92,2026
4725044000,경상북도,상주시,,은척면,eupmyeondong,은척면,1437,867,60.33,467,32.5,183,12.73,45.0,3.13,525.0,36.53,1926.7,25.0,1.74,46.0,3.2,43.0,2.99,37.0,2.57,67.0,4.66,192.0,13.36,372.0,25.89,345.0,24.01,310.0,21.57,2026
4725044500,경상북도,상주시,,은척면북부출장소,eupmyeondong,상주시 은척면북부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4725045000,경상북도,상주시,,공검면,eupmyeondong,공검면,1879,1133,60.3,580,30.87,223,11.87,30.0,1.6,716.0,38.11,3776.7,11.0,0.59,53.0,2.82,63.0,3.35,72.0,3.83,114.0,6.07,259.0,13.78,468.0,24.91,473.0,25.17,366.0,19.48,2026
4725046000,경상북도,상주시,,이안면,eupmyeondong,이안면,1843,1032,56.0,576,31.25,214,11.61,68.0,3.69,743.0,40.31,1517.6,32.0,1.74,80.0,4.34,65.0,3.53,60.0,3.26,117.0,6.35,267.0,14.49,460.0,24.96,381.0,20.67,381.0,20.67,2026
4725047000,경상북도,상주시,,화남면,eupmyeondong,화남면,751,388,51.66,191,25.43,72,9.59,38.0,5.06,325.0,43.28,1021.1,25.0,3.33,29.0,3.86,24.0,3.2,24.0,3.2,40.0,5.33,106.0,14.11,228.0,30.36,152.0,20.24,123.0,16.38,2026
4725052000,경상북도,상주시,,남원동,eupmyeondong,남원동,10689,3085,28.86,1295,12.12,316,2.96,1018.0,9.52,6586.0,61.61,303.0,491.0,4.59,1196.0,11.19,850.0,7.95,884.0,8.27,1392.0,13.02,1849.0,17.3,1947.0,18.21,1383.0,12.94,697.0,6.52,2026
4725053000,경상북도,상주시,,북문동,eupmyeondong,북문동,9023,2336,25.89,876,9.71,253,2.8,962.0,10.66,5725.0,63.45,242.8,522.0,5.79,851.0,9.43,816.0,9.04,890.0,9.86,1294.0,14.34,1567.0,17.37,1575.0,17.46,1012.0,11.22,496.0,5.5,2026
4725054000,경상북도,상주시,,계림동,eupmyeondong,계림동,8613,2197,25.51,971,11.27,313,3.63,1032.0,11.98,5384.0,62.51,212.9,626.0,7.27,845.0,9.81,627.0,7.28,919.0,10.67,1171.0,13.6,1541.0,17.89,1401.0,16.27,891.0,10.34,592.0,6.87,2026
4725055000,경상북도,상주시,,동문동,eupmyeondong,동문동,7170,2244,31.3,1018,14.2,302,4.21,654.0,9.12,4272.0,59.58,343.1,326.0,4.55,636.0,8.87,549.0,7.66,567.0,7.91,834.0,11.63,1338.0,18.66,1366.0,19.05,950.0,13.25,604.0,8.42,2026
4725056000,경상북도,상주시,,동성동,eupmyeondong,동성동,3107,1243,40.01,560,18.02,161,5.18,159.0,5.12,1705.0,54.88,781.8,73.0,2.35,229.0,7.37,211.0,6.79,164.0,5.28,331.0,10.65,551.0,17.73,682.0,21.95,537.0,17.28,329.0,10.59,2026
4725057000,경상북도,상주시,,신흥동,eupmyeondong,신흥동,8108,2039,25.15,830,10.24,265,3.27,738.0,9.1,5331.0,65.75,276.3,390.0,4.81,859.0,10.59,1198.0,14.78,664.0,8.19,961.0,11.85,1331.0,16.42,1361.0,16.79,865.0,10.67,479.0,5.91,2026
4728000000,경상북도,문경시,,,sigungu,문경시,64662,25309,39.14,11594,17.93,3744,5.79,4544.0,7.03,34809.0,53.83,557.0,2331.0,3.6,4756.0,7.36,4233.0,6.55,4336.0,6.71,6688.0,10.34,10498.0,16.24,14111.0,21.82,10611.0,16.41,7098.0,10.98,2026
4728025000,경상북도,문경시,,문경읍,eupmyeondong,문경읍,6487,3019,46.54,1434,22.11,468,7.21,295.0,4.55,3173.0,48.91,1023.4,163.0,2.51,391.0,6.03,256.0,3.95,346.0,5.33,499.0,7.69,1036.0,15.97,1674.0,25.81,1219.0,18.79,903.0,13.92,2026
4728025100,경상북도,문경시,,문경읍갈평출장소,eupmyeondong,문경시 문경읍갈평출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4728025300,경상북도,문경시,,가은읍,eupmyeondong,가은읍,3727,1971,52.88,964,25.87,355,9.53,150.0,4.02,1606.0,43.09,1314.0,81.0,2.17,152.0,4.08,114.0,3.06,137.0,3.68,257.0,6.9,536.0,14.38,1078.0,28.92,737.0,19.77,635.0,17.04,2026
4728025400,경상북도,문경시,,가은읍북부출장소,eupmyeondong,문경시 가은읍북부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4728029000,경상북도,문경시,,문경읍갈평출장소,eupmyeondong,문경시 문경읍갈평출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4728029100,경상북도,문경시,,가은읍북부출장소,eupmyeondong,문경시 가은읍북부출장소,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4728031000,경상북도,문경시,,영순면,eupmyeondong,영순면,2220,1153,51.94,557,25.09,223,10.05,122.0,5.5,945.0,42.57,945.1,40.0,1.8,241.0,10.86,76.0,3.42,85.0,3.83,131.0,5.9,269.0,12.12,527.0,23.74,470.0,21.17,381.0,17.16,2026
4728032000,경상북도,문경시,,산양면,eupmyeondong,산양면,2832,1502,53.04,722,25.49,259,9.15,111.0,3.92,1219.0,43.04,1353.2,50.0,1.77,136.0,4.8,111.0,3.92,114.0,4.03,221.0,7.8,390.0,13.77,713.0,25.18,641.0,22.63,456.0,16.1,2026
4728033000,경상북도,문경시,,호계면,eupmyeondong,호계면,2145,1055,49.18,503,23.45,195,9.09,49.0,2.28,1041.0,48.53,2153.1,27.0,1.26,82.0,3.82,194.0,9.04,97.0,4.52,138.0,6.43,284.0,13.24,566.0,26.39,426.0,19.86,331.0,15.43,2026
4728034000,경상북도,문경시,,산북면,eupmyeondong,산북면,2488,1375,55.27,692,27.81,268,10.77,69.0,2.77,1044.0,41.96,1992.8,43.0,1.73,58.0,2.33,90.0,3.62,83.0,3.34,144.0,5.79,365.0,14.67,694.0,27.89,543.0,21.82,468.0,18.81,2026
4728035000,경상북도,문경시,,동로면,eupmyeondong,동로면,1821,968,53.16,412,22.62,146,8.02,83.0,4.56,770.0,42.28,1166.3,38.0,2.09,81.0,4.45,47.0,2.58,67.0,3.68,105.0,5.77,279.0,15.32,573.0,31.47,372.0,20.43,259.0,14.22,2026
4728036000,경상북도,문경시,,마성면,eupmyeondong,마성면,3228,1750,54.21,930,28.81,341,10.56,75.0,2.32,1403.0,43.46,2333.3,41.0,1.27,87.0,2.7,136.0,4.21,137.0,4.24,190.0,5.89,513.0,15.89,824.0,25.53,713.0,22.09,587.0,18.18,2026
4728037000,경상북도,문경시,,농암면,eupmyeondong,농암면,2401,1370,57.06,647,26.95,228,9.5,60.0,2.5,971.0,40.44,2283.3,22.0,0.92,69.0,2.87,72.0,3.0,78.0,3.25,128.0,5.33,338.0,14.08,723.0,30.11,537.0,22.37,434.0,18.08,2026
4728051500,경상북도,문경시,,점촌동,eupmyeondong,점촌1동,5092,1921,37.73,839,16.48,201,3.95,424.0,8.33,2747.0,53.95,453.1,218.0,4.28,366.0,7.19,307.0,6.03,433.0,8.5,589.0,11.57,785.0,15.42,1040.0,20.42,904.0,17.75,450.0,8.84,2026
4728052000,경상북도,문경시,,중앙동,eupmyeondong,중앙동,5474,1804,32.96,740,13.52,202,3.69,200.0,3.65,3470.0,63.39,902.0,111.0,2.03,222.0,4.06,655.0,11.97,614.0,11.22,509.0,9.3,996.0,18.2,1201.0,21.94,745.0,13.61,421.0,7.69,2026
4728053000,경상북도,문경시,,신흥동,eupmyeondong,신흥동,8108,2039,25.15,830,10.24,265,3.27,738.0,9.1,5331.0,65.75,276.3,390.0,4.81,859.0,10.59,1198.0,14.78,664.0,8.19,961.0,11.85,1331.0,16.42,1361.0,16.79,865.0,10.67,479.0,5.91,2026
4728054500,경상북도,문경시,,신평동,eupmyeondong,신평1동,4547,837,18.41,317,6.97,84,1.85,313.0,6.88,3397.0,74.71,267.4,216.0,4.75,215.0,4.73,801.0,17.62,846.0,18.61,547.0,12.03,719.0,15.81,670.0,14.73,358.0,7.87,175.0,3.85,2026
4728056000,경상북도,문경시,,모전동,eupmyeondong,문경시 모전동,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4728057000,경상북도,문경시,,점촌1동,eupmyeondong,점촌1동,5092,1921,37.73,839,16.48,201,3.95,424.0,8.33,2747.0,53.95,453.1,218.0,4.28,366.0,7.19,307.0,6.03,433.0,8.5,589.0,11.57,785.0,15.42,1040.0,20.42,904.0,17.75,450.0,8.84,2026
4728058000,경상북도,문경시,,점촌2동,eupmyeondong,점촌2동,6265,2409,38.45,1104,17.62,310,4.95,479.0,7.65,3377.0,53.9,502.9,251.0,4.01,511.0,8.16,420.0,6.7,434.0,6.93,698.0,11.14,994.0,15.87,1248.0,19.92,1062.0,16.95,647.0,10.33,2026
4728059000,경상북도,문경시,,점촌3동,eupmyeondong,점촌3동,8027,2647,32.98,1120,13.95,313,3.9,664.0,8.27,4716.0,58.75,398.6,324.0,4.04,703.0,8.76,640.0,7.97,646.0,8.05,968.0,12.06,1348.0,16.79,1614.0,20.11,1154.0,14.38,630.0,7.85,2026
4728060000,경상북도,문경시,,점촌4동,eupmyeondong,점촌4동,2798,1300,46.46,628,22.44,201,7.18,130.0,4.65,1368.0,48.89,1000.0,73.0,2.61,110.0,3.93,124.0,4.43,186.0,6.65,261.0,9.33,458.0,16.37,674.0,24.09,522.0,18.66,390.0,13.94,2026
4728061000,경상북도,문경시,,점촌5동,eupmyeondong,점촌5동,15131,2869,18.96,1042,6.89,236,1.56,1833.0,12.11,10429.0,68.92,156.5,960.0,6.34,1769.0,11.69,1646.0,10.88,1493.0,9.87,2359.0,15.59,2903.0,19.19,2163.0,14.3,1311.0,8.66,527.0,3.48,2026
4729000000,경상북도,경산시,,,sigungu,경산시,263171,60067,22.82,24258,9.22,6516,2.48,24871.0,9.45,178233.0,67.73,241.5,13698.0,5.2,23226.0,8.83,32927.0,12.51,30197.0,11.47,35846.0,13.62,45661.0,17.35,42430.0,16.12,25671.0,9.75,13515.0,5.14,2026
4729025000,경상북도,경산시,,하양읍,eupmyeondong,하양읍,32866,6387,19.43,2740,8.34,739,2.25,3313.0,10.08,23166.0,70.49,192.8,1809.0,5.5,3305.0,10.06,5513.0,16.77,3915.0,11.91,4383.0,13.34,5327.0,16.21,4318.0,13.14,2737.0,8.33,1559.0,4.74,2026
4729025300,경상북도,경산시,,진량읍,eupmyeondong,진량읍,32605,6963,21.36,2823,8.66,776,2.38,2318.0,7.11,23324.0,71.54,300.4,1161.0,3.56,2684.0,8.23,4856.0,14.89,3103.0,9.52,4088.0,12.54,6863.0,21.05,5380.0,16.5,2839.0,8.71,1631.0,5.0,2026
4729025600,경상북도,경산시,,압량읍,eupmyeondong,압량읍,22073,3949,17.89,1533,6.95,433,1.96,2858.0,12.95,15266.0,69.16,138.2,1788.0,8.1,1828.0,8.28,2690.0,12.19,3726.0,16.88,3644.0,16.51,3058.0,13.85,2792.0,12.65,1669.0,7.56,878.0,3.98,2026
4729031000,경상북도,경산시,,와촌면,eupmyeondong,와촌면,5015,2282,45.5,976,19.46,317,6.32,161.0,3.21,2572.0,51.29,1417.4,93.0,1.85,158.0,3.15,261.0,5.2,311.0,6.2,408.0,8.14,868.0,17.31,1374.0,27.4,954.0,19.02,588.0,11.72,2026
4729033000,경상북도,경산시,,자인면,eupmyeondong,자인면,4959,2334,47.07,1040,20.97,307,6.19,139.0,2.8,2486.0,50.13,1679.1,80.0,1.61,182.0,3.67,287.0,5.79,313.0,6.31,406.0,8.19,785.0,15.83,1288.0,25.97,1036.0,20.89,582.0,11.74,2026
4729034000,경상북도,경산시,,용성면,eupmyeondong,용성면,3105,1716,55.27,757,24.38,217,6.99,61.0,1.96,1328.0,42.77,2813.1,31.0,1.0,80.0,2.58,97.0,3.12,137.0,4.41,180.0,5.8,452.0,14.56,945.0,30.43,763.0,24.57,420.0,13.53,2026
4729035000,경상북도,경산시,,남산면,eupmyeondong,남산면,3386,1727,51.0,798,23.57,268,7.91,117.0,3.46,1542.0,45.54,1476.1,41.0,1.21,163.0,4.81,128.0,3.78,153.0,4.52,254.0,7.5,502.0,14.83,944.0,27.88,734.0,21.68,467.0,13.79,2026
4729036000,경상북도,경산시,,압량면,eupmyeondong,압량읍,22073,3949,17.89,1533,6.95,433,1.96,2858.0,12.95,15266.0,69.16,138.2,1788.0,8.1,1828.0,8.28,2690.0,12.19,3726.0,16.88,3644.0,16.51,3058.0,13.85,2792.0,12.65,1669.0,7.56,878.0,3.98,2026
4729037000,경상북도,경산시,,남천면,eupmyeondong,남천면,2577,1313,50.95,611,23.71,171,6.64,73.0,2.83,1191.0,46.22,1798.6,32.0,1.24,87.0,3.38,105.0,4.07,128.0,4.97,192.0,7.45,386.0,14.98,699.0,27.12,621.0,24.1,327.0,12.69,2026
4729051000,경상북도,경산시,,중방동,eupmyeondong,중방동,10688,2684,25.11,963,9.01,220,2.06,772.0,7.22,7232.0,67.66,347.7,475.0,4.44,648.0,6.06,1237.0,11.57,1459.0,13.65,1228.0,11.49,1889.0,17.67,2068.0,19.35,1205.0,11.27,479.0,4.48,2026
4729052000,경상북도,경산시,,중앙동,eupmyeondong,중앙동,5474,1804,32.96,740,13.52,202,3.69,200.0,3.65,3470.0,63.39,902.0,111.0,2.03,222.0,4.06,655.0,11.97,614.0,11.22,509.0,9.3,996.0,18.2,1201.0,21.94,745.0,13.61,421.0,7.69,2026
4729053000,경상북도,경산시,,남부동,eupmyeondong,남부동,18082,4395,24.31,1821,10.07,454,2.51,2129.0,11.77,11558.0,63.92,206.4,1060.0,5.86,2020.0,11.17,1456.0,8.05,1742.0,9.63,2943.0,16.28,3131.0,17.32,2819.0,15.59,1920.0,10.62,991.0,5.48,2026
4729054000,경상북도,경산시,,서부동,eupmyeondong,서부동,4190,1715,40.93,795,18.97,225,5.37,156.0,3.72,2319.0,55.35,1099.4,81.0,1.93,207.0,4.94,320.0,7.64,290.0,6.92,361.0,8.62,750.0,17.9,967.0,23.08,721.0,17.21,493.0,11.77,2026
4729054100,경상북도,경산시,,서부1동,eupmyeondong,서부1동,29499,7024,23.81,2760,9.36,722,2.45,2737.0,9.28,19738.0,66.91,256.6,1193.0,4.04,3254.0,11.03,2889.0,9.79,2706.0,9.17,4290.0,14.54,5600.0,18.98,5026.0,17.04,3008.0,10.2,1533.0,5.2,2026
4729054200,경상북도,경산시,,서부2동,eupmyeondong,서부2동,41469,7599,18.32,2951,7.12,707,1.7,5805.0,14.0,28065.0,67.68,130.9,3740.0,9.02,3768.0,9.09,3817.0,9.2,6080.0,14.66,6390.0,15.41,6923.0,16.69,5919.0,14.27,3253.0,7.84,1579.0,3.81,2026
4729055000,경상북도,경산시,,북부동,eupmyeondong,북부동,16230,2826,17.41,1083,6.67,292,1.8,879.0,5.42,12525.0,77.17,321.5,549.0,3.38,966.0,5.95,4452.0,27.43,2193.0,13.51,1830.0,11.28,2292.0,14.12,2122.0,13.07,1244.0,7.66,582.0,3.59,2026
4729056000,경상북도,경산시,,동부동,eupmyeondong,동부동,35143,7064,20.1,2662,7.57,691,1.97,3309.0,9.42,24770.0,70.48,213.5,1535.0,4.37,3861.0,10.99,4484.0,12.76,3617.0,10.29,5101.0,14.51,6589.0,18.75,5535.0,15.75,2943.0,8.37,1478.0,4.21,2026
4772000000,경상북도,군위군,,,sigungu,군위군,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4772025000,경상북도,군위군,,군위읍,eupmyeondong,군위군 군위읍,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4772031000,경상북도,군위군,,소보면,eupmyeondong,군위군 소보면,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4772032000,경상북도,군위군,,효령면,eupmyeondong,군위군 효령면,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4772033000,경상북도,군위군,,부계면,eupmyeondong,군위군 부계면,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
4772034000,경상북도,군위군,,우보면,eupmyeondong,군위군 우보면,3500,1200,34.29,540,15.43,144,4.11,,,,,,,,,,,,,,,,,,,,,,,,2026
